Seed	, 	Q  relative uncertainty	,Q relative Error ,  sigma n /n	, Error in n ,	sigma A0/A0	, Error in A0	, varQ/Q_n	, varQ/Q_A0	, varQ/Q_dA	, varQ/Q_w	, varQ/Q_S	, varQ/Q	, stdQ/Q 
9.000000,0.339046,0.166591,0.207456,-0.105334,0.260360,-0.243235,0.043091,0.095749,0.002029,0.003618,0.001501,0.145987,0.382083,
