Seed	, 	Q  relative uncertainty	,Q relative Error ,  sigma n /n	, Error in n ,	sigma A0/A0	, Error in A0	, varQ/Q_n	, varQ/Q_A0	, varQ/Q_dA	, varQ/Q_w	, varQ/Q_S	, varQ/Q	, stdQ/Q 
9.000000,0.050922,0.033591,0.024766,NaN,0.055189,-0.262574,0.000618,0.002848,0.003172,0.000920,0.000099,0.007657,0.087507,
